id,title,category,energy,fat,fatsat,fattrans,carbs,fiber,sugar,protein,cholesterol,sodium,calcium,iron,vitc,sugaradded,potassium,famu,fapu,magnesium,zinc,phosphorus,vita,thiamin,riboflavin,niacin,vitb6a,folate,folatefood,folac,vitb12,vitd,vite,vitk1,water,sugaralc,measures,density,healthLabels,cautionLabels
hb2d3u5b,Red Posole,genericMeals,84.924,4.543,1.29,0.007,6.543,1.213,1.685,4.841,12.89,232.288,15.739,0.739,19.426,,160.481,2.217,0.646,13.646,0.765,62.799,11.55,0.134,0.085,1.539,0.178,8.474,8.474,0.0,0.114,0.164,0.428,5.001,83.057,,"{""oneMedium"":328.17,""serving"":328.17,""ml"":1.0}",1.0,101699473,50
hb3gsj1a,Paneer Pizza,genericMeals,133.153,6.276,2.943,0.122,11.901,1.31,2.978,7.676,16.98,308.776,115.71,0.667,8.311,0.277,158.484,1.753,0.518,16.435,0.801,131.882,56.143,0.12,0.152,0.925,0.101,36.049,26.64,5.542,0.224,0.114,0.517,3.254,72.678,,"{""oneMedium"":198.38,""serving"":198.38,""ml"":1.0}",1.0,111148685,50
hbfcv6ea,soy chorizo,genericFoods,196.0,12.5,,,10.71,0.0,0.0,10.71,0.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,{},null,788528639,0
hbhn9zza,ORGANIC PUMPERNICKEL,packagedFoods,180.0,1.0,0.0,0.0,38.0,10.0,4.0,6.0,0.0,360.0,40.0,1.44,0.0,,,,,,,,,,,,,,,,,,,,,,"{""serving"":50.0,""slice"":50.0,""package"":500.0}",null,130023326,0
hbqevpqa,schwartz tarragon,genericFoods,285.0,1.9,0.0,,40.8,8.1,40.3,22.9,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"{""tsp"":0.7}",0.142,922746814,2
hc6elxib,Spanish Bread,genericMeals,335.243,13.489,6.274,0.93,47.53,1.283,18.018,6.23,56.683,220.111,48.689,1.497,0.091,16.58,97.383,4.448,1.834,13.723,0.564,86.518,85.456,0.307,0.224,2.145,0.051,92.891,33.381,34.998,0.16,0.566,0.675,4.444,31.706,,"{""oneMedium"":133.95,""serving"":133.95}",null,111148556,0
hcng73na,Fusilli Salad,fastFoods,170.0,9.0,1.5,0.0,18.0,1.0,1.0,4.0,5.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":100.0}",null,0,0
hcs9mhga,Vegetarian Empanadas,genericMeals,233.728,12.569,5.322,0.392,23.782,1.644,1.721,6.741,41.632,228.755,81.172,1.218,13.047,0.094,163.108,4.859,1.486,18.859,0.799,116.638,85.766,0.123,0.159,1.333,0.111,40.939,23.691,10.141,0.188,0.249,0.801,20.32,55.634,,"{""oneMedium"":149.2,""serving"":149.2,""ml"":1.0}",1.0,102751232,262
hcumzq5b,Prawn Risotto,genericMeals,139.404,4.967,2.246,0.091,16.655,0.645,1.071,5.734,35.972,199.693,39.446,0.871,1.51,,102.904,1.951,0.406,14.091,0.566,97.4,40.412,0.107,0.056,1.602,0.108,63.749,10.26,31.423,0.26,0.079,0.552,6.234,71.339,,"{""oneMedium"":477.35,""serving"":477.35,""ml"":1.0}",1.0,101693152,8
hcwxr5ea,"BIG MO CUPCAKE, BIG MO",packagedFoods,340.0,12.62,4.85,0.0,55.34,1.9,36.89,1.94,,359.0,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":103.0}",null,111148542,115
hcx72k5b,YUKON GOLD POTATOES,packagedFoods,74.0,0.0,0.0,0.0,17.57,1.4,0.68,2.03,0.0,0.0,14.0,0.73,18.2,,419.0,,,,,,,,,,0.135,,,,,,,,,,"{""serving"":151.2,""package"":1360.78}",null,134217726,0
hd3d5ovb,Turnip Puff,genericMeals,129.166,6.791,3.714,0.212,14.26,1.814,4.545,3.311,48.8,219.309,95.446,0.972,14.956,1.215,179.099,1.886,0.63,14.78,0.465,123.694,58.518,0.128,0.107,0.982,0.094,33.176,18.749,8.506,0.123,0.284,0.318,1.392,74.173,,"{""oneMedium"":128.27,""serving"":128.27,""ml"":1.0}",1.0,111148557,12
hd3hayha,cooked spelt,genericFoods,127.0,0.85,,,26.44,3.9,,5.5,0.0,5.0,10.0,1.67,0.0,,143.0,,,49.0,1.25,150.0,0.0,0.103,0.03,2.57,0.08,13.0,13.0,0.0,0.0,,0.26,,66.56,,"{""serving"":97.0,""cup"":194.0}",0.82,268435358,0
hdadzcla,canned mixed fruit,genericFoods,55.0,0.08,0.01,,14.3,1.2,11.46,0.41,0.0,6.0,5.0,0.29,3.1,11.46,85.0,,,5.0,0.08,13.0,10.0,0.013,0.038,0.385,0.016,2.0,2.0,0.0,,0.0,,2.9,85.02,,"{""serving"":250.0}",null,130023423,0
hdbb48rb,"Longan, Frozen",packagedFoods,22.046,0.0,0.0,,5.291,0.441,4.85,0.22,0.0,0.0,,0.238,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":453.59,""package"":453.59}",null,939524095,66
hdbdk70a,Purple Cow,genericMeals,120.377,4.811,2.952,,17.034,0.312,14.871,2.397,18.506,48.752,87.205,0.124,2.87,12.032,128.073,1.289,0.204,9.462,0.389,69.956,54.661,0.047,0.175,0.083,0.034,4.411,4.411,0.0,0.257,0.332,0.133,0.211,75.163,,"{""oneMedium"":270.68,""serving"":270.68,""ml"":1.0}",1.0,111148780,0
hdksudub,Rabbit Cacciatore,genericMeals,114.519,6.04,1.578,0.018,3.371,0.81,1.281,10.6,32.605,179.366,18.344,1.129,10.486,0.088,250.149,2.613,1.069,15.647,0.876,114.518,29.904,0.114,0.109,4.044,0.292,12.111,10.555,0.914,2.73,0.143,0.462,10.291,78.242,,"{""oneMedium"":592.23,""serving"":592.23,""ml"":1.0}",1.0,101666433,58
hdq814fa,Apple Slices,fastFoods,52.632,0.0,0.0,0.0,14.035,3.509,10.526,0.0,0.0,0.0,3.509,0.0,7.018,,,,,,,,,,,,,,,,,,,,,,"{""serving"":57.0}",null,16777217,0
he8x13ea,vegetarian chicken flavored base,genericFoods,200.0,2.0,0.0,0.0,39.0,0.0,34.0,10.0,0.0,8000.0,900.0,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,"{""serving"":5.0,""tsp"":4.0}",0.812,668991484,64
hectd1zb,Barbecued Oysters,genericMeals,188.474,15.413,7.597,0.425,5.737,0.182,1.387,6.738,63.563,245.598,19.352,3.24,8.842,,160.332,5.215,1.391,16.913,9.779,118.0,141.574,0.056,0.156,1.477,0.077,10.279,10.272,0.004,9.324,0.207,0.8,14.375,70.602,,"{""oneMedium"":332.33,""serving"":332.33,""ml"":1.0}",1.0,105378433,570
hefm6zga,whole ham,genericFoods,273.0,17.61,6.47,,0.0,0.0,0.0,26.83,94.0,60.0,14.0,1.01,0.3,,352.0,7.88,1.68,22.0,2.96,263.0,3.0,0.635,0.313,4.574,0.402,10.0,10.0,0.0,0.68,0.8,0.22,0.0,55.04,,"{""oneMedium"":5436.0,""serving"":300.0,""cup"":135.0}",0.571,1048563697,2
hend0cvb,Amaretti-stuffed Peaches,genericMeals,106.432,3.297,2.091,0.059,16.636,1.471,14.112,1.614,20.976,31.54,12.174,0.395,5.133,3.623,169.957,0.724,0.268,10.192,0.25,31.78,32.253,0.029,0.057,0.71,0.034,8.289,5.845,1.438,0.05,0.134,0.669,2.253,76.688,,"{""oneMedium"":204.19,""serving"":204.19,""ml"":1.0}",1.0,110099980,52
hep9ol6b,baking soda,genericFoods,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,27360.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,"{""serving"":1.0,""tsp"":4.6}",0.933,536870911,0
herht7qb,white mushroom,genericFoods,22.0,0.34,0.05,,3.26,1.0,1.98,3.09,0.0,5.0,3.0,0.5,2.1,,318.0,0.0,0.16,9.0,0.52,86.0,0.0,0.081,0.402,3.607,0.104,17.0,17.0,0.0,0.04,0.2,0.01,0.0,92.45,,"{""oneMedium"":18.0,""oneLarge"":23.0,""oneSmall"":10.0,""serving"":200.0,""bunch"":70.0,""slice"":6.0,""package"":168.0,""cup"":70.0}",0.296,939524095,2
heyny3kb,Badia Cloves,packagedFoods,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":35.44}",null,1073741823,0
hf3sd5pb,KTC Vermicelli,packagedFoods,383.33,0.0,,,72.0,,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":100.0}",null,268435358,0
hf8lwrea,Bhindi Masala,genericMeals,85.811,4.479,0.676,0.013,10.746,2.723,2.09,2.246,10.077,199.298,60.62,1.042,20.612,0.041,265.074,2.463,1.092,38.827,0.506,58.317,37.318,0.146,0.068,0.871,0.188,42.517,39.403,1.833,0.034,0.003,0.922,20.172,80.894,,"{""oneMedium"":218.99,""serving"":218.99,""ml"":1.0}",1.0,111148829,116
hf8uh12b,Jelly Donuts,genericMeals,385.851,19.452,3.313,0.257,48.742,1.183,21.415,4.619,24.527,182.018,26.108,1.639,1.218,20.436,67.004,10.855,3.859,8.915,0.36,55.253,32.666,0.297,0.214,2.004,0.035,99.701,26.442,43.067,0.092,0.271,3.356,3.526,26.338,,"{""oneMedium"":80.02,""serving"":80.02}",null,111148044,260
hfd82qwa,Semolina Porridge,genericMeals,72.591,2.283,1.29,0.016,10.199,0.418,4.78,2.731,6.551,31.761,65.941,0.134,0.657,1.658,97.274,0.567,0.159,10.602,0.302,58.309,31.637,0.047,0.104,0.326,0.031,8.422,8.422,0.0,0.249,0.724,0.08,0.328,84.217,,"{""oneMedium"":189.44,""serving"":189.44,""ml"":1.0}",1.0,111148685,2
hfiqu93a,Raw Macadamias,packagedFoods,733.333,76.667,11.667,,13.333,10.0,3.333,6.667,,,33.333,1.2,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":30.0,""cup"":120.0}",0.507,855638015,0
hfiw7nca,Lazy Pierogi,genericMeals,136.439,6.954,3.134,0.359,15.385,1.935,1.84,3.626,14.263,349.797,26.007,0.867,7.902,,164.297,2.15,1.142,16.342,0.45,62.959,38.121,0.069,0.077,0.987,0.104,24.849,17.526,4.316,0.046,0.142,0.339,13.6,72.641,,"{""oneMedium"":245.19,""serving"":245.19,""ml"":1.0}",1.0,106876417,54
hfmupc6a,Papaya Halwa,genericMeals,169.565,7.209,3.295,0.002,26.748,1.186,23.843,1.369,12.045,23.912,24.339,0.489,33.926,18.23,163.888,2.78,0.695,25.212,0.369,38.25,82.546,0.034,0.039,0.325,0.045,22.747,22.747,0.0,0.033,0.17,0.415,3.781,64.176,,"{""oneMedium"":233.97,""serving"":233.97,""ml"":1.0}",1.0,46137068,0
hfq1z23a,cooked teff,genericFoods,101.0,0.65,,,19.86,2.8,,3.87,0.0,8.0,49.0,2.05,,,107.0,,,50.0,1.11,120.0,0.0,0.183,0.033,0.909,0.097,18.0,18.0,0.0,0.0,,,,74.93,,"{""serving"":78.0,""cup"":252.0}",1.065,268435454,0
hfqhwlwa,Candied Chestnuts,genericMeals,229.879,0.681,0.128,0.0,55.7,0.016,31.598,0.899,0.0,2.084,11.444,0.544,21.928,31.528,266.778,0.234,0.268,16.6,0.28,20.872,0.546,0.078,0.016,0.607,0.193,31.646,31.646,0.0,0.0,0.0,0.001,0.005,42.0,,"{""oneMedium"":156.6,""serving"":156.6}",null,62914558,2
hftvl5pb,Spanish Flan,genericMeals,221.487,6.711,3.693,0.005,34.689,0.001,34.616,5.999,81.034,85.812,160.721,0.375,1.131,17.603,208.177,2.098,0.501,15.677,0.684,156.738,73.739,0.048,0.279,0.127,0.058,13.351,13.351,0.0,0.363,1.05,0.273,0.426,51.189,,"{""oneMedium"":134.99,""serving"":134.99,""ml"":1.0}",1.0,113245804,0
hg0hkvua,Cranberry Biscotti,genericMeals,396.084,18.227,7.08,0.851,51.888,2.97,23.693,7.181,59.248,137.548,86.603,1.876,0.715,19.37,146.052,7.012,2.825,37.878,0.715,143.73,81.631,0.124,0.209,1.177,0.062,39.824,17.624,13.047,0.105,0.348,2.963,3.542,19.711,,"{""oneMedium"":54.02,""serving"":54.02}",null,44039692,61
hg65hzsb,Lemon Gelato,genericMeals,189.663,11.107,6.508,0.004,21.588,0.448,20.161,2.489,88.321,36.297,61.096,0.258,10.991,17.408,92.847,3.362,0.596,6.752,0.312,63.525,127.761,0.034,0.115,0.062,0.05,12.653,12.642,0.007,0.277,0.773,0.434,0.896,64.322,,"{""oneMedium"":252.0,""serving"":252.0,""ml"":1.0}",1.0,113245804,4
hg6e7x0b,canned with tomato sauce or meat sauce meat-filled ravioli,genericFoods,97.0,3.41,1.46,0.192,13.26,1.5,1.97,3.24,5.0,283.0,12.0,1.09,0.0,,178.0,1.617,0.237,12.0,0.39,40.0,14.0,0.057,0.057,1.245,0.055,28.0,11.0,10.0,0.15,0.0,0.5,0.8,79.12,,"{""serving"":262.0,""can"":491.25,""package"":262.0,""cup"":262.0}",1.107,106942353,2
hg6vd3ea,Chilli Bites,genericMeals,297.078,14.655,1.152,0.051,34.206,3.871,3.392,7.487,0.0,231.452,54.492,1.833,17.544,0.087,344.091,8.571,4.368,49.096,0.872,148.103,12.999,0.177,0.062,1.142,0.242,105.892,104.626,0.744,0.0,0.0,2.596,18.847,41.812,,"{""oneMedium"":80.61,""serving"":80.61,""ml"":1.0}",1.0,115343262,2
hga87z5a,Venison Meatballs,genericMeals,153.826,6.32,1.874,0.028,12.191,0.903,6.248,11.313,22.739,243.547,45.993,1.679,2.634,3.27,120.68,2.781,0.788,10.82,0.417,56.427,25.167,0.144,0.215,3.294,0.068,9.702,6.923,1.639,0.122,0.167,0.646,3.547,68.371,,"{""oneMedium"":229.59,""serving"":229.59,""ml"":1.0}",1.0,102751745,62
hgfap87b,gluten-free flour,genericFoods,321.0,3.2,,,70.5,9.6,3.2,9.6,0.0,0.0,64.1,3.84,,,,,,,,,,,,,,,,,,,,,,,"{""tsp"":2.83,""tbsp"":8.5,""cup"":136.0}",0.575,117440510,320
hgg9akda,daikon,genericFoods,18.0,0.1,0.03,,4.1,1.6,2.5,0.6,0.0,21.0,27.0,0.4,22.0,,227.0,0.017,0.045,16.0,0.15,23.0,0.0,0.02,0.02,0.2,0.046,28.0,28.0,0.0,0.0,0.0,0.0,0.3,94.62,,"{""oneMedium"":338.0,""serving"":58.0,""tbsp"":7.25,""cup"":116.0}",0.49,939524095,0
hh985mya,whey,genericFoods,24.0,0.09,0.057,,5.12,0.0,5.12,0.76,1.0,48.0,103.0,0.08,0.1,,143.0,0.025,0.004,10.0,0.43,78.0,2.0,0.042,0.14,0.079,0.042,2.0,2.0,0.0,0.18,,0.0,0.0,93.42,,"{""cup"":246.0,""quart"":984.0}",1.04,134217453,0
hhc4au5a,blueberries,genericFoods,57.0,0.33,0.028,,14.49,2.4,9.96,0.74,0.0,1.0,6.0,0.28,9.7,,77.0,0.047,0.146,6.0,0.16,12.0,3.0,0.037,0.041,0.418,0.052,6.0,6.0,0.0,0.0,0.0,0.57,19.3,84.21,,"{""oneMedium"":1.36,""serving"":74.0,""cup"":148.0}",0.626,939524095,2
hhhf75eb,Peppermint Meringues,genericMeals,297.016,5.233,3.136,0.012,61.218,0.748,59.614,4.011,4.659,136.606,16.003,0.493,0.168,59.323,105.7,1.185,0.127,14.253,0.174,18.44,12.5,0.007,0.153,0.078,0.006,3.191,3.191,0.0,0.032,0.019,0.052,0.59,28.839,,"{""oneMedium"":44.24,""serving"":44.24}",null,111148652,72
hhi7jsnb,Guinness Stew,genericMeals,75.67,2.631,0.954,0.052,7.326,1.068,1.684,5.034,13.063,140.291,16.973,0.78,6.23,0.202,254.821,1.26,0.271,14.987,1.114,67.521,54.868,0.057,0.074,1.604,0.182,13.092,12.881,0.256,0.449,0.025,0.244,7.216,83.48,,"{""ml"":1.0}",1.0,101666705,0
hhk9zqdb,Tamale Skillet,genericMeals,123.044,5.701,2.13,0.137,11.695,1.981,2.061,7.089,56.209,259.535,62.65,0.81,11.832,,197.066,2.017,0.865,24.039,0.967,134.333,51.183,0.048,0.124,1.689,0.214,20.434,20.434,0.0,0.351,0.286,0.738,2.211,74.313,,"{""oneMedium"":220.26,""serving"":220.26,""ml"":1.0}",1.0,106946145,12
hhp9l6ya,Courgette 'spaghetti',genericMeals,138.563,6.536,1.985,0.057,15.739,1.396,2.465,4.705,6.593,149.3,65.862,0.587,14.963,,228.831,3.402,0.647,23.698,0.659,90.839,26.938,0.051,0.103,0.649,0.156,21.413,21.413,0.0,0.068,0.04,0.763,5.583,71.937,,"{""oneMedium"":242.34,""serving"":242.34,""ml"":1.0}",1.0,115342988,56
hip1wrya,Pumpkin Lasagne,genericMeals,141.996,7.767,3.793,0.065,12.24,1.154,2.364,6.329,25.553,172.949,114.646,1.057,7.811,,238.005,2.518,0.684,27.404,0.824,116.126,216.27,0.1,0.139,0.868,0.086,31.396,14.887,9.704,0.21,0.172,0.971,73.56,72.022,,"{""oneMedium"":533.81,""serving"":533.81,""ml"":1.0}",1.0,48233997,61
hivp33ub,Silk  Soymilk,packagedFoods,61.538,1.538,0.308,0.0,9.846,0.615,8.0,2.154,0.0,43.077,123.077,0.554,,,150.769,0.462,0.769,18.462,0.277,,,,0.209,,,,,,1.292,1.231,,,,,"{""serving"":325.0,""package"":325.0,""ml"":1.0}",1.0,113245695,50
hj4dua8a,Tzatziki Dip,genericMeals,82.771,5.365,1.808,0.0,5.645,0.558,2.63,4.003,7.032,155.426,81.033,0.523,3.8,0.008,145.374,2.378,0.53,16.276,0.416,62.26,15.723,0.038,0.071,0.129,0.082,7.801,7.801,0.0,0.119,0.036,0.394,9.351,70.424,,"{""oneMedium"":147.95,""serving"":147.95,""ml"":1.0}",1.0,115343085,8
hj59z8ib,Chili Burgers,genericMeals,165.572,8.939,3.291,0.414,11.027,1.882,2.553,10.065,33.111,232.916,45.198,1.88,21.216,0.096,288.064,3.797,0.595,22.592,2.082,115.788,20.027,0.139,0.124,2.649,0.251,33.37,19.775,8.008,0.881,0.058,0.456,5.005,68.48,,"{""oneMedium"":220.98,""serving"":220.98,""ml"":1.0}",1.0,102653441,62
hjc1c5ca,Korma Paste,genericMeals,196.149,15.759,4.24,0.035,14.146,4.331,3.542,3.962,0.0,222.204,72.124,3.139,80.164,,416.3,7.758,2.878,64.255,1.027,111.005,40.481,0.102,0.085,0.965,0.218,16.793,16.793,0.0,0.0,0.0,2.357,18.915,64.402,,"{""oneMedium"":127.0,""serving"":127.0,""ml"":1.0}",1.0,14680063,128
hjcdn2qa,Birds' Nests,genericMeals,313.789,14.136,6.578,0.225,40.912,2.196,18.109,7.578,80.899,171.056,51.049,1.994,5.181,16.22,205.858,4.389,2.05,34.914,0.977,128.926,67.418,0.314,0.221,2.745,0.14,99.405,25.827,43.368,0.237,0.362,0.786,4.844,36.103,,"{""oneMedium"":100.05,""serving"":100.05,""ml"":1.0}",1.0,102759936,126
hjgia8ib,Smoked Tri-tip,genericMeals,173.788,9.725,3.628,0.015,1.035,0.224,0.222,19.369,64.73,185.811,28.597,1.548,1.011,0.041,309.056,4.741,0.464,21.566,3.402,174.73,9.235,0.057,0.089,6.196,0.537,11.515,11.515,0.0,1.114,0.007,0.376,4.054,68.975,,"{""oneMedium"":169.71,""serving"":169.71,""ml"":1.0}",1.0,102752241,66
hjk7g41a,Spinach Bisque,genericMeals,100.499,7.01,3.694,0.137,5.41,0.641,2.085,4.363,18.37,216.868,114.864,0.623,5.614,,180.249,2.111,0.472,21.09,0.575,94.189,122.046,0.05,0.143,0.547,0.075,40.136,36.168,2.333,0.192,0.327,0.654,74.97,81.931,,"{""oneMedium"":290.16,""serving"":290.16,""ml"":1.0}",1.0,102760065,48
hjk8gpjb,Peanut Rice,genericMeals,262.469,10.462,2.43,0.007,36.436,2.36,2.101,6.723,0.934,125.281,31.797,1.743,22.837,,234.163,4.61,2.822,44.145,1.06,111.885,12.094,0.179,0.06,2.61,0.223,80.112,49.913,17.727,0.0,0.007,1.464,4.893,45.179,,"{""oneMedium"":159.41,""serving"":159.41,""ml"":1.0}",1.0,81592316,64
hjs1fvxa,butter crescent rolls,genericFoods,293.0,11.34,4.07,0.88,42.41,1.5,4.6,6.16,0.0,1066.0,23.0,2.34,0.0,,,,,,,,0.0,,,,,,,,,,,,36.12,,"{""oneMedium"":34.0,""tube"":468.0,""serving"":61.0,""can"":468.0,""package"":468.0}",null,111148684,2
hjt5z4sa,horse meat,genericFoods,133.0,4.6,1.44,,0.0,0.0,,21.39,52.0,53.0,6.0,3.82,1.0,,360.0,1.61,0.65,24.0,2.9,221.0,0.0,0.13,0.1,4.6,0.38,,,,3.0,,,,72.63,,{},null,1048567793,0
hjunwy1a,horse gram,genericFoods,411.67,14.29,,,63.02,6.32,0.15,7.82,11.43,1015.57,137.6,3.5,,,169.06,,,,,,,,,,,,,,,,,,,,"{""cup"":200.0}",0.845,654311422,64
hjzf52ea,grouper,genericFoods,92.0,1.02,0.233,,0.0,0.0,,19.38,37.0,53.0,27.0,0.89,0.0,,483.0,0.202,0.321,31.0,0.48,162.0,43.0,0.07,0.005,0.313,0.3,9.0,9.0,0.0,0.6,,,,79.22,,"{""oneMedium"":4530.0}",null,1056963577,0
hk1g6e3b,clarified butter,genericFoods,876.0,99.48,61.924,,0.0,0.0,0.0,0.28,256.0,2.0,4.0,0.0,0.0,,5.0,28.732,3.694,0.0,0.01,3.0,840.0,0.001,0.005,0.003,0.001,0.0,0.0,0.0,0.01,1.8,2.8,8.6,0.24,,"{""serving"":13.0,""tbsp"":12.8,""cup"":205.0}",0.866,788528877,0
hk6jrhga,Broiled Sirloin,genericMeals,205.242,14.523,5.12,0.067,1.581,0.257,0.5,16.385,63.395,42.361,24.08,1.422,3.429,,280.434,6.685,1.217,18.732,2.962,155.151,11.053,0.056,0.092,5.225,0.465,12.446,12.446,0.0,1.023,0.028,0.921,4.838,66.659,,"{""oneMedium"":180.08,""serving"":180.08,""ml"":1.0}",1.0,106946273,8
hk8tqh2b,Candied Kielbasa,genericMeals,281.848,18.066,5.829,0.157,20.755,0.234,19.416,9.78,47.173,600.789,26.543,0.815,1.64,16.309,271.057,7.5,2.932,13.316,1.297,109.771,12.105,0.15,0.138,3.191,0.149,4.666,4.666,0.0,0.574,0.869,0.557,1.068,49.029,,"{""oneMedium"":123.53,""serving"":123.53,""ml"":1.0}",1.0,104845024,72
hkbpwdua,Korean Bibimbap,genericMeals,126.105,5.129,1.102,0.068,14.424,0.984,1.416,5.752,30.378,100.226,30.087,0.99,5.627,0.251,196.706,2.59,1.06,25.118,1.063,86.442,92.62,0.065,0.111,1.681,0.181,32.783,27.264,3.245,0.289,0.146,0.687,37.743,73.795,,"{""oneMedium"":501.15,""serving"":501.15,""ml"":1.0}",1.0,102620433,310
hkj45z9a,phalsa,genericFoods,90.5,0.1,0.0,0.0,21.1,5.53,,1.57,,17.3,136.0,1.08,4.385,,372.0,,,,,24.2,,0.02,0.264,0.825,,,,,,,,,,,"{""serving"":120.0,""cup"":240.0}",1.014,805306366,64
hksmot3b,Won Tons,genericMeals,238.32,13.782,3.193,0.053,19.3,1.797,3.847,9.319,53.365,343.938,37.253,1.292,2.269,2.463,202.817,7.43,2.116,18.945,1.086,117.711,28.877,0.3,0.209,2.813,0.168,38.924,15.799,13.638,0.435,0.121,1.718,15.606,56.132,,"{""oneMedium"":234.42,""serving"":234.42,""ml"":1.0}",1.0,101156112,1282
hkv7bz5b,Red Pesto,genericMeals,296.173,27.143,4.754,0.012,10.571,3.008,5.041,6.057,5.813,193.6,130.894,1.918,33.365,,535.941,17.985,3.169,52.517,0.867,140.092,63.661,0.172,0.136,1.617,0.168,23.428,23.428,0.0,0.089,0.042,3.606,32.654,53.867,,"{""oneMedium"":106.2,""serving"":106.2,""ml"":1.0}",1.0,48234221,73
hkyvb6ob,"GIANT, ROTELLE",packagedFoods,375.0,1.79,0.0,0.0,75.0,3.6,5.36,12.5,0.0,0.0,0.0,3.21,0.0,,,,,,,,,1.0,0.304,5.357,,,,,,,,,,,"{""serving"":56.7,""package"":453.59}",null,117440404,0
hkzjb7cb,Tuna Dip,genericMeals,146.268,9.429,4.615,0.07,3.103,0.401,1.47,12.727,40.657,229.382,56.432,1.024,4.07,,180.908,2.629,1.092,19.257,0.597,132.863,87.167,0.039,0.098,5.752,0.203,9.804,9.286,0.305,1.294,1.264,0.529,17.328,73.283,,"{""oneMedium"":164.02,""serving"":164.02,""ml"":1.0}",1.0,111082121,624
hlddhyha,Beetroot Smoothie,genericMeals,55.554,2.287,1.035,0.051,8.902,1.768,5.842,0.901,3.962,23.838,19.942,0.339,6.563,0.111,179.002,0.839,0.215,13.902,0.197,24.257,15.176,0.026,0.039,0.292,0.07,28.545,28.616,0.0,0.02,0.028,0.205,3.054,87.375,,"{""oneMedium"":402.65,""serving"":402.65,""ml"":1.0}",1.0,113245933,10
hli1xlvb,Radish,packagedFoods,10.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,55.0,20.0,0.36,18.0,,0.0,,,,,,,,,,,,,,,,,,,,"{""serving"":100.0,""bunch"":100.0,""package"":100.0}",null,939524095,0
hlnee30a,Unseasoned Stuffing,fastFoods,377.193,1.316,0.0,0.0,78.07,0.877,0.877,11.404,0.0,807.018,,,,,,,,,,,,,,,,,,,,,,,,,"{""cup"":57.0}",0.241,0,0
hly396za,"Mangosteen Madness, 20 oz",fastFoods,64.247,0.0,0.0,,15.893,0.338,15.554,0.169,0.0,5.072,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":591.47,""floz"":29.57}",1.041,16777216,0
hm1kuzda,Bourbon Glaze,genericMeals,241.748,1.685,0.764,0.03,40.747,0.247,38.338,2.026,7.002,201.319,21.752,0.416,4.889,35.584,121.319,0.676,0.101,7.918,0.344,26.499,9.328,0.021,0.033,0.767,0.087,4.949,4.946,0.002,0.086,0.014,0.187,0.71,45.928,,"{""tbsp"":14.8}",1.001,112130964,562
hmhb7a2b,Pepper Long Hot Green 1 Oz,packagedFoods,3.915,0.0,,,0.783,,0.0,0.0,,86.139,,,2.349,,,,,,,,,,,,,,,,,,,,,,"{""serving"":255.4,""package"":28.35}",null,532676607,0
hmkbv16b,"Strawberries, raw",genericFoods,32.0,0.3,0.015,,7.68,2.0,4.89,0.67,0.0,1.0,16.0,0.41,58.8,,153.0,0.043,0.155,13.0,0.14,24.0,1.0,0.024,0.022,0.386,0.047,24.0,24.0,0.0,0.0,0.0,0.29,2.2,90.95,,"{""cup"":152.0,""oneMedium"":13.43,""oneLarge"":18.0,""oneSmall"":7.0,""serving"":147.0}",0.642,939524095,2
hmmhlt7b,Marshmallow Popcorn,genericMeals,420.914,15.654,7.304,0.391,69.096,2.513,36.034,4.493,25.623,272.178,20.995,1.507,0.443,32.899,104.388,4.239,3.081,27.547,0.731,81.293,83.181,0.101,0.095,1.264,0.058,33.52,33.52,0.0,0.03,0.177,0.805,2.211,9.531,,"{""oneMedium"":69.66,""serving"":69.66}",null,102759552,304
hmnjiwya,Tart Shells,genericMeals,416.875,21.692,12.856,0.785,48.925,1.331,10.912,6.438,90.925,62.306,20.091,1.688,0.0,10.66,72.191,6.023,1.199,12.42,0.482,76.829,179.598,0.24,0.186,1.867,0.038,88.779,20.204,40.304,0.123,0.562,0.828,2.295,22.369,,"{""oneMedium"":142.68,""serving"":142.68}",null,111148556,6
